Ivor Pandur;GK;Hellas Verona
Vittorio Parigini;FWDF;Genoa
Marco Parolo;DFMF;Lazio
Mario Pašalić;MFFW;Atalanta
Christian Pastina;DF;Benevento
Javier Pastore;FWMF;Roma
Patric;DF;Lazio
Leonardo Pavoletti;FW;Cagliari
Nehuén Paz;DF;Bologna
Pedro;FWMF;Roma
João Pedro;FWMF;Cagliari
Gianluca Pegolo;GK;Sassuolo
Graziano Pellè;FW;Parma
Lorenzo Pellegrini;MFFW;Roma
Luca Pellegrini;DFMF;Genoa
Federico Peluso;DF;Sassuolo
Andreas Pereira;MFFW;Lazio
Pedro Pereira;DF;Crotone
Gastón Pereiro;MFFW;Cagliari
Bruno Peres;DF;Roma
Roberto Pereyra;MFFW;Udinese
Carles Pérez;FWMF;Roma
Mattia Perin;GK;Genoa
Ivan Perišić;DFFW;Inter
Matteo Pessina;MF;Atalanta
Andrea Petagna;FW;Napoli
Jacopo Petriccione;MF;Crotone
Jens Petter Hauge;FWMF;Milan
Germán Pezzella;DF;Fiorentina
Giuseppe Pezzella;DF;Parma
Cristiano Piccini;DF;Atalanta
Roberto Piccoli;FW;Spezia
Andrea Pinamonti;FW;Inter
Carlo Pinsoglio;GK;Juventus
Fabio Pisacane;DF;Cagliari
Marko Pjaca;FWMF;Genoa
Tommaso Pobega;MF;Spezia
Andrea Poli;MF;Bologna
Matteo Politano;FW;Napoli
Manolo Portanova;DFMF;Genoa
Manolo Portanova;FWMF;Juventus
Ivan Provedel;GK;Spezia
Erick Pulgar;MF;Fiorentina
Ignacio Pussetto;FW;Udinese
Fabio Quagliarella;FW;Sampdoria
Simone Rabbi;FW;Bologna
Adrien Rabiot;MF;Juventus
Ivan Radovanović;DFMF;Genoa
Ionuț Radu;GK;Inter
Ștefan Radu;DF;Lazio
Rafael;GK;Spezia
Antonio Raimondo;FW;Bologna
Gastón Ramírez;MFFW;Sampdoria
Aaron Ramsey;MF;Juventus
Andrea Ranocchia;DF;Inter
Giacomo Raspadori;FWMF;Sassuolo
Federico Ravaglia;GK;Bologna
Ante Rebić;FW;Milan
Arkadiusz Reca;DF;Crotone
Vasco Regini;DF;Sampdoria
Pepe Reina;GK;Lazio
Bryan Reynolds;DF;Roma
Franck Ribéry;FW;Fiorentina
Federico Ricci;FW;Sassuolo
Giacomo Ricci;DF;Parma
Matteo Ricci;MF;Spezia
Tomás Rincón;MF;Torino
Andrea Rispoli;DF;Crotone
Emmanuel Rivière;FWMF;Crotone
Ricardo Rodríguez;DF;Torino
Marko Rog;MF;Cagliari
Rogério;DF;Sassuolo
Luis Rojas;MFFW;Crotone
Alessio Romagnoli;DF;Milan
Cristian Romero;DF;Atalanta
Cristiano Ronaldo;FW;Juventus
Marten de Roon;MF;Atalanta
Nicolò Rovella;MF;Genoa
Amir Rrahmani;DF;Napoli
Kevin Rüegg;DFMF;Hellas Verona
Daniele Rugani;DF;Cagliari
Matteo Ruggeri;DF;Atalanta
Mário Rui;DF;Napoli
Fabián Ruiz Peña;MF;Napoli
Alexis Saelemaekers;FW;Milan
Jacopo Sala;DF;Spezia
Eddy Salcedo;FWMF;Hellas Verona
Antonio Sanabria;FW;Torino
Alexis Sánchez;FW;Inter
Alex Sandro;DF;Juventus
Siriki Sanogo;MF;Benevento
Nicola Sansone;FWMF;Bologna
Federico Santander;FW;Bologna
Davide Santon;DF;Roma
Samir Santos;DF;Udinese
Riccardo Saponara;FW;Fiorentina
Riccardo Saponara;FWMF;Spezia
Marco Sau;MFFW;Benevento
Gianluca Scamacca;FW;Genoa
Nicolás Schiappacasse;MF;Sassuolo
Pasquale Schiattarella;MF;Benevento
Jerdy Schouten;MF;Bologna
Matteo Scozzarella;MF;Parma
Simone Scuffet;GK;Udinese
Jacopo Segre;MF;Torino
Léo Sena;MF;Spezia
Stefano Sensi;MF;Inter
Luigi Sepe;GK;Parma
Stephan El Shaarawy;FWMF;Roma
Eldor Shomurodov;FW;Genoa
Luca Siligardi;MF;Crotone
Luca Siligardi;FW;Parma
Adrien Silva;MF;Sampdoria
Marco Silvestri;GK;Hellas Verona
Giovanni Simeone;FW;Cagliari
Wilfried Singo;DF;Torino
Salvatore Sirigu;GK;Torino
Łukasz Skorupski;GK;Bologna
Andreas Skov Olsen;FWDF;Bologna
Milan Škriniar;DF;Inter
Chris Smalling;DF;Roma
Simon Sohm;MF;Parma
Roberto Soriano;MF;Bologna
Riccardo Sottil;MFFW;Cagliari
Adama Soumaoro;DF;Bologna
Leonardo Spinazzola;DF;Roma
Marco Sportiello;GK;Atalanta
Mattia Sprocati;FW;Parma
Thomas Strakosha;GK;Lazio
Kevin Strootman;MF;Genoa
Jens Stryger Larsen;DF;Udinese
Stefano Sturaro;MF;Hellas Verona
Stefano Sturaro;MF;Genoa
Bosko Sutalo;DF;Atalanta
Mattias Svanberg;MF;Bologna
Wojciech Szczęsny;GK;Juventus
Adrien Tameze;MF;Hellas Verona
Ciprian Tătărușanu;GK;Milan
Andrés Tello;DFMF;Benevento
Hidde ter Avest;DF;Udinese
Pietro Terracciano;GK;Fiorentina
Claudio Terzi;DF;Spezia
Morten Thorsby;MF;Sampdoria
Jeremy Toljan;DF;Sassuolo
Rafael Tolói;DF;Atalanta
Takehiro Tomiyasu;DF;Bologna
Fikayo Tomori;DF;Milan
Sandro Tonali;MF;Milan
Lorenzo Tonelli;DF;Sampdoria
Ernesto Torregrossa;FW;Sampdoria
Mattéo Tramoni;FWMF;Cagliari
Chaka Traorè;DFFW;Parma
Alessandro Tripaldelli;DF;Cagliari
Alessandro Tuia;DF;Benevento
Ľubomír Tupta;MF;Hellas Verona
Iyenoma Udogie;DFMF;Hellas Verona
Samir Ujkani;GK;Torino
Kacper Urbanski;MF;Bologna
Lautaro Valenti;DF;Parma
Borja Valero;MFFW;Fiorentina
Denis Vavro;DF;Lazio
